ut_char,uniqueID,auseqence,fullname,surname,givenname,type,pub_year,paper_type,startyear,title,journal,issn,doi
WOS:000260398300006,0_101,2,"Zheng, Zijian",ZHENG,ZIJIAN,1,2008,Article,2007,surface-directed phase separation of conjugated polymer blends for efficient light-emitting diodes,advanced functional materials,1616-301X,10.1002/adfm.200800287
WOS:000255351500004,0_101,2,"Zheng, Zijian",ZHENG,ZIJIAN,1,2008,Article,2007,efficient conjugated-polymer optoelectronic devices fabricated by thin-film transfer-printing technique,advanced functional materials,1616-301X,10.1002/adfm.200701321
WOS:000254542800134,0_101,4,"Zheng, Z",ZHENG,Z,2,2008,Article,2007,polarization anisotropy dynamics for thin films of a conjugated polymer aligned by nanoimprinting,physical review b,1098-0121,10.1103/physrevb.77.115338
WOS:000270436900028,0_101,1,"Zheng, Zijian",ZHENG,ZIJIAN,1,2009,Article,2007,multiplexed protein arrays enabled by polymer pen lithography addressing the inking challenge,angewandte chemie-international edition,1433-7851,10.1002/anie.200902649
WOS:000263455600065,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2009,Article,2007,binary oppositely charged polyelectrolyte brushes for highly selective electroless deposition of bimetallic patterns,electrochemistry communications,1388-2481,10.1016/j.elecom.2008.12.033
WOS:000284529000014,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2010,Article,2007,scanning probe block copolymer lithography,proceedings of the national academy of sciences of the united states of america,0027-8424,10.1073/pnas.1014892107
WOS:000283907600018,0_101,2,"Zheng, Zijian",ZHENG,ZIJIAN,1,2010,Article,2007,arrays of nanoscale lenses for subwavelength optical lithography,nano letters,1530-6984,10.1021/nl101942s
WOS:000282288600016,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2010,Article,2007,"a transparent, flexible, low-temperature, and solution-processible graphene composite electrode",advanced functional materials,1616-301X,10.1002/adfm.201000900
WOS:000286167400018,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2010,Article,2007,programming nanostructures of polymer brushes by dip-pen nanodisplacement lithography dnl,nanoscale,2040-3364,10.1039/c0nr00565g
WOS:000274747200028,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2010,Article,2007,polyelectrolyte-bridged metal/cotton hierarchical structures for highly durable conductive yarns,acs applied materials & interfaces,1944-8244,10.1021/am900744n
WOS:000278629300003,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2010,Article,2007,force- and time-dependent feature size and shape control in molecular printing via polymer-pen lithography,small,1613-6810,10.1002/smll.200901538
WOS:000297585500004,0_101,4,"Zheng, Zijian",ZHENG,ZIJIAN,1,2011,Article,2007,3d-patterned polymer brush surfaces,nanoscale,2040-3364,10.1039/c1nr11238d
WOS:000292644400006,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2011,Article,2007,fabrication of arbitrary three-dimensional polymer structures by rational control of the spacing between nanobrushes,angewandte chemie-international edition,1433-7851,10.1002/anie.201102518
WOS:000293841900018,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2011,Article,2007,stretchable conductors with ultrahigh tensile strain and stable metallic conductance enabled by prestrained polyelectrolyte nanoplatforms,advanced materials,0935-9648,10.1002/adma.201101120
WOS:000294704700019,0_101,9,"Zheng, Zijian",ZHENG,ZIJIAN,1,2011,Article,2007,facile synthesis of wide-bandgap fluorinated graphene semiconductors,chemistry-a european journal,0947-6539,10.1002/chem.201100699
WOS:000286204600026,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2011,Article,2007,a highly sensitive ultraviolet sensor based on a facile in situ solution-grown zno nanorod/graphene heterostructure,nanoscale,2040-3364,10.1039/c0nr00588f
WOS:000312214400003,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2012,Article,2007,"high-resolution, large-area, serial fabrication of 3d polymer brush structures by parallel dip-pen nanodisplacement lithography",small,1613-6810,10.1002/smll.201201544
WOS:000308303600008,0_101,9,"Zheng, Zijian",ZHENG,ZIJIAN,1,2012,Article,2007,polymer pen lithography using dual-elastomer tip arrays,small,1613-6810,10.1002/smll.201200849
WOS:000302641000002,0_101,9,"Zheng, Zijian",ZHENG,ZIJIAN,1,2012,Article,2007,fabrication of silk fibroin nanoparticles for controlled drug delivery,journal of nanoparticle research,1388-0764,10.1007/s11051-012-0736-5
WOS:000299967800083,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2012,Article,2007,"positionally defined, binary semiconductor nanoparticles synthesized by scanning probe block copolymer lithography",nano letters,1530-6984,10.1021/nl204233r
WOS:000303239700001,0_101,4,"Zheng, Zijian",ZHENG,ZIJIAN,1,2012,Review,2007,surface-grafted polymer-assisted electroless deposition of metals for flexible and stretchable electronics,chemistry-an asian journal,1861-4728,10.1002/asia.201100946
WOS:000301115600002,0_101,4,"Zheng, Zijian",ZHENG,ZIJIAN,1,2012,Review,2007,polymer nanostructures made by scanning probe lithography recent progress in material applications,macromolecular rapid communications,1022-1336,10.1002/marc.201100761
WOS:000322417400078,0_101,10,"Zheng, Zijian",ZHENG,ZIJIAN,1,2013,Article,2007,regulating infrared photoresponses in reduced graphene oxide phototransistors by defect and atomic structure control,acs nano,1936-0851,10.1021/nn4023679
WOS:000321905900011,0_101,4,"Zheng, Zijian",ZHENG,ZIJIAN,1,2013,Article,2007,highly selective and sensitive glucose sensors based on organic electrochemical transistors with graphene-modified gate electrodes,journal of materials chemistry b,2050-750X,10.1039/c3tb20451k
WOS:000322315600010,0_101,8,"Zheng, Zijian",ZHENG,ZIJIAN,1,2013,Article,2007,"salt-assisted direct exfoliation of graphite into high-quality, large-size, few-layer graphene sheets",nanoscale,2040-3364,10.1039/c3nr02173d
WOS:000327816500003,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2013,Article,2007,liquid-mediated three-dimensional scanning probe nanosculpting,small,1613-6810,10.1002/smll.201300238
WOS:000322362500013,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2013,Article,2007,polymer brush electrets,advanced functional materials,1616-301X,10.1002/adfm.201203181
WOS:000320732000010,0_101,10,"Zheng, Zijian",ZHENG,ZIJIAN,1,2013,Article,2007,"matrix-assisted catalytic printing for the fabrication of multiscale, flexible, foldable, and stretchable metal conductors",advanced materials,0935-9648,10.1002/adma.201301184
WOS:000344783300019,0_101,10,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Article,2007,full-solution processed flexible organic solar cells using low-cost printable copper electrodes,advanced materials,0935-9648,10.1002/adma.201403494
WOS:000345366800015,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Article,2007,salt-assisted high-throughput synthesis of single- and few-layer transition metal dichalcogenides and their application in organic solar cells,small,1613-6810,10.1002/smll.201401647
WOS:000344735800008,0_101,14,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Article,2007,"transferable, transparent and functional polymer@graphene 2d objects",npg asia materials,1884-4049,10.1038/am.2014.79
WOS:000342675900029,0_101,9,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Article,2007,aqueous and air-compatible fabrication of high-performance conductive textiles,chemistry-an asian journal,1861-4728,10.1002/asia.201402230
WOS:000340680700002,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Review,2007,photosensitive graphene transistors,advanced materials,0935-9648,10.1002/adma.201400349
WOS:000340446300021,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Article,2007,massively parallel patterning of complex 2d and 3d functional polymer brushes by polymer pen lithography,acs applied materials & interfaces,1944-8244,10.1021/am405555e
WOS:000340680700013,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Article,2007,"polymer-assisted metal deposition pamd a full-solution strategy for flexible, stretchable, compressible, and wearable metal conductors",advanced materials,0935-9648,10.1002/adma.201305558
WOS:000336043500022,0_101,9,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Article,2007,three-dimensional compressible and stretchable conductive composites,advanced materials,0935-9648,10.1002/adma.201303662
WOS:000327849200005,0_101,4,"Zheng, Zijian",ZHENG,ZIJIAN,1,2014,Article,2007,organic electrochemical transistors with graphene-modified gate electrodes for highly sensitive and selective dopamine sensors,journal of materials chemistry b,2050-750X,10.1039/c3tb21079k
WOS:000363423900006,0_101,8,"Zheng, Zijian",ZHENG,ZIJIAN,1,2015,Article,2007,on-tip photo-modulated molecular printing,angewandte chemie-international edition,1433-7851,10.1002/anie.201505150
WOS:000365852400006,0_101,4,"Zheng, Zijian",ZHENG,ZIJIAN,1,2015,Article,2007,arbitrary and parallel nanofabrication of 3d metal structures with polymer brush resists,small,1613-6810,10.1002/smll.201500796
WOS:000357170100001,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2015,Article,2007,wearable energy-dense and power-dense supercapacitor yarns enabled by scalable graphene-metallic textile composite electrodes,nature communications,2041-1723,10.1038/ncomms8260
WOS:000351702800001,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2015,Article,2007,reversible conversion of dominant polarity in ambipolar polymer/graphene oxide hybrids,scientific reports,2045-2322,10.1038/srep09446
WOS:000358117900006,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2015,Article,2007,bio-inspired chemical fabrication of stretchable transparent electrodes,small,1613-6810,10.1002/smll.201500529
WOS:000368941800004,0_101,11,"Zheng, Zijian",ZHENG,ZIJIAN,1,2015,Article,2007,biomimicking topographic elastomeric petals e-petals for omnidirectional stretchable and printable electronics,advanced science,NA,10.1002/advs.201400021
WOS:000349978800003,0_101,11,"Zheng, Zijian",ZHENG,ZIJIAN,1,2015,Article,2007,apertureless cantilever-free pen arrays for scanning photochemical printing,small,1613-6810,10.1002/smll.201402195
WOS:000349221600011,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2015,Article,2007,construction of 3d polymer brushes by dip-pen nanodisplacement lithography understanding the molecular displacement for ultrafine and high-speed patterning,small,1613-6810,10.1002/smll.201400642
WOS:000392726400020,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2016,Article,2007,machine-washable textile triboelectric nanogenerators for effective human respiratory monitoring through loom weaving of metallic yarns,advanced materials,0935-9648,10.1002/adma.201603679
WOS:000383412000002,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2016,Article,2007,"visible-light photolabile, charge-convertible polyionic liquid for light-degradable films and carbon-based electronics",acs applied materials & interfaces,1944-8244,10.1021/acsami.6b09048
WOS:000388993100002,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2016,Review,2007,textile-based electrochemical energy storage devices,advanced energy materials,1614-6832,10.1002/aenm.201600783
WOS:000379875700008,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2016,Article,2007,biomimicking nano-micro binary polymer brushes for smart cell orientation and adhesion control,small,1613-6810,10.1002/smll.201600634
WOS:000375608500008,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2016,Article,2007,one-step electrospinning of carbon nanowebs on metallic textiles for high-capacitance supercapacitor fabrics,journal of materials chemistry a,2050-7488,10.1039/c5ta09309k
WOS:000378939200019,0_101,11,"Zheng, Zijian",ZHENG,ZIJIAN,1,2016,Article,2007,"photoreactive and metal-platable copolymer inks for high-throughput, room-temperature printing of flexible metal electrodes for thin-film electronics",advanced materials,0935-9648,10.1002/adma.201505119
WOS:000368707800001,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2016,Review,2007,production of two-dimensional nanomaterials via liquid-based direct exfoliation,small,1613-6810,10.1002/smll.201502207
WOS:000417566500008,0_101,10,"Zheng, Zijian",ZHENG,ZIJIAN,1,2017,Article,2007,large-area patterning of metal nanostructures by dip-pen nanodisplacement lithography for optical applications,small,1613-6810,10.1002/smll.201702003
WOS:000423878500025,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2017,Review,2007,self-healing materials for next-generation energy harvesting and storage devices,advanced energy materials,1614-6832,10.1002/aenm.201700890
WOS:000402111200001,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2017,Article,2007,"size-tunable, highly sensitive microelectrode arrays enabled by polymer pen lithography",soft matter,1744-683X,10.1039/c6sm02791a
WOS:000402734600026,0_101,10,"Zheng, Zijian",ZHENG,ZIJIAN,1,2017,Article,2007,in situ formation of highly active ni-fe based oxygen-evolving electrocatalysts via simple reactive dip-coating,journal of materials chemistry a,2050-7488,10.1039/c7ta01134b
WOS:000401170600026,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2017,Article,2007,"waterproof, ultrahigh areal-capacitance, wearable supercapacitor fabrics",advanced materials,0935-9648,10.1002/adma.201606679
WOS:000406833600003,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2017,Article,2007,"a transparent, highly stretchable, autonomous self-healing polydimethyl siloxane elastomer",macromolecular rapid communications,1022-1336,10.1002/marc.201700110
WOS:000392413600036,0_101,5,"Zheng, Zijian",ZHENG,ZIJIAN,1,2017,Article,2007,water-borne foldable polymer solar cells one-step transferring free-standing polymer films onto woven fabric electrodes,journal of materials chemistry a,2050-7488,10.1039/c6ta08309a
WOS:000394430800013,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2017,Article,2007,versatile biomimetic haze films for efficiency enhancement of photovoltaic devices,journal of materials chemistry a,2050-7488,10.1039/c6ta07586j
WOS:000448414100030,0_101,12,"Zheng, Zijian",ZHENG,ZIJIAN,1,2018,Article,2007,flexible and stable high-energy lithium-sulfur full batteries with only 100% oversized lithium,nature communications,2041-1723,10.1038/s41467-018-06879-7
WOS:000443654600078,0_101,7,"Zheng, Zijian",ZHENG,ZIJIAN,1,2018,Article,2007,universal nature-inspired and amine-promoted metallization for flexible electronics and supercapacitors,acs applied materials & interfaces,1944-8244,10.1021/acsami.8b08014
WOS:000437186000013,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2018,Review,2007,chemical formation of soft metal electrodes for flexible and wearable electronics,chemical society reviews,0306-0012,10.1039/c7cs00192d
WOS:000438876500001,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2018,Review,2007,graphene-based two-dimensional janus materials,npg asia materials,1884-4049,10.1038/s41427-018-0023-8
WOS:000427111300021,0_101,10,"Zheng, Zijian",ZHENG,ZIJIAN,1,2018,Article,2007,scalable 2d hierarchical porous carbon nanosheets for flexible supercapacitors with ultrahigh energy density,advanced materials,0935-9648,10.1002/adma.201706054
WOS:000426035100015,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2018,Article,2007,functional polymer surfaces for controlling cell behaviors,materials today,1369-7021,10.1016/j.mattod.2017.07.002
WOS:000419327200012,0_101,9,"Zheng, Zijian",ZHENG,ZIJIAN,1,2018,Article,2007,fully solution-processed tco-free semitransparent perovskite solar cells for tandem and flexible applications,advanced energy materials,1614-6832,10.1002/aenm.201701569
WOS:000477786400103,0_101,9,"Zheng, Zijian",ZHENG,ZIJIAN,1,2019,Article,2007,bioinspired microfluidic device by integrating a porous membrane and heterostructured nanoporous particles for biomolecule cleaning,acs nano,1936-0851,10.1021/acsnano.9b03918
WOS:000500039100031,0_101,6,"Zheng, Zijian",ZHENG,ZIJIAN,1,2019,Article,2007,simultaneous surface covalent bonding and radical polymerization for constructing robust soft actuators with fast underwater response,chemistry of materials,0897-4756,10.1021/acs.chemmater.9b03670
WOS:000486858100001,0_101,8,"Zheng, Zijian",ZHENG,ZIJIAN,1,2019,Article,2007,phosphorus incorporation into co9s8 nanocages for highly efficient oxygen evolution catalysis,small,1613-6810,10.1002/smll.201904507
WOS:000476257200001,0_101,3,"Zheng, Zijian",ZHENG,ZIJIAN,1,2019,Article,2007,"polymer-assisted metal deposition pamd for flexible and wearable electronics principle, materials, printing, and devices",advanced materials,0935-9648,10.1002/adma.201902987
WOS:000477221500001,0_101,9,"Zheng, Zijian",ZHENG,ZIJIAN,1,2019,Article,2007,freestanding lamellar porous carbon stacks for low-temperature-foldable supercapacitors,small,1613-6810,10.1002/smll.201902071
